HDFC Top 100 Fund,Kotak Emerging Equity Fund,Quant Small Cap Fund,HDFC Gold ETF FoF,Invesco India Credit Risk Fund,Quant Multi Asset Fund
0.167,0.2902368294,0.4476,0.0379,0.0319,0.4078
0.174,0.281,0.5348,0.0497,0.03246392855,0.4427485105
0.161875275,0.258,0.5379,0.0601,0.033,0.4543
0.183,0.2722520762,0.5541,0.047,0.03303214746,0.459
0.159,0.2580759788,0.5571,0.0493,0.0334,0.4619
0.14,0.246,0.5285,0.073,0.0342,0.4454
0.181,0.256,0.4976,0.07176973684,0.0343,0.4096
0.1587083262,0.229,0.5151,0.0749,0.0345,0.4341
0.135,0.2100536616,0.5707,0.09136139309,0.034,0.4641
0.11,0.199,0.6013,0.0906,0.0339,0.4362763634
0.075,0.138,0.5814,0.1383,0.0341,0.426
0.119,0.188,0.5618,0.1281,0.03434511623,0.416871949
0.12,0.203,0.5362,0.1220765923,0.0343,0.421
0.112,0.201,0.584,0.1419,0.03439442105,0.4587
0.104,0.182,0.6373,0.1397,0.0350234411,0.4777
0.09726926132,0.163,0.6199,0.150786809,0.0356,0.4638
0.08,0.15,0.6027,0.1803,0.036,0.4747
0.095,0.16,0.5954,0.1738058134,0.0362,0.4402
0.132,0.2,0.5608,0.1712,0.0367,0.4382
0.157,0.226,0.5393643862,0.1469,0.0361,0.4261
0.15,0.227,0.509,0.1541,0.0371,0.4021
0.165,0.223,0.4865,0.1466,0.0368,0.412956003
0.1463595175,0.212,0.481,0.1431,0.037,0.3862
0.191,0.251,0.4736,0.1375330085,0.0377,0.4191
0.229,0.284,0.571777763,0.1374,0.0382,0.4383
0.2070210598,0.267,0.5931380652,0.139,0.0382,0.4563
0.198,0.246,0.6058,0.1446,0.0379,0.4233
0.202,0.24,0.5888,0.1557,0.03798351375,0.4278
0.188,0.229,0.5956,0.1399,0.0383,0.417
0.204,0.236,0.5981511409,0.137,0.0378,0.4207
0.208,0.23,0.6014302609,0.1276,0.0392,0.4266
0.201,0.228,0.5794,0.1036,0.0389,0.4098
0.2082023688,0.226,0.5732657536,0.0948,0.0378,0.3923
0.212,0.226,0.518,0.0905,0.03970781916,0.3946500762
0.285,0.288,0.4734,0.1003,0.0402,0.3885
0.287,0.2892622352,0.4685,0.0973,0.0407,0.3967
0.2749632948,0.311,0.4908094517,0.0877,0.0418,0.3847
0.268,0.301,0.455,0.0898,0.0407,0.3723
0.284,0.3144748044,0.4282,0.0773,0.0408,0.3262
0.3,0.323,0.4236,0.08939022818,0.03894917307,0.3355
0.282,0.324,0.3922,0.09026198083,0.0383,0.3143
0.2693252322,0.312,0.3464877514,0.09432249071,0.0367,0.282
0.2578764027,0.309,0.2939,0.109,0.037,0.2593
0.23,0.2808035016,0.2718,0.1216,0.037,0.2486
0.206,0.261,0.2468,0.1271,0.03730256666,0.2119
0.2182035401,0.2620695005,0.2635996153,0.1134,0.0369,0.2231
0.2478378558,0.282,0.2333,0.1143,0.0373,0.2041
0.232,0.264,0.2005,0.1151434159,0.0381,0.1896
0.2178840173,0.248,0.1754,0.1007,0.0373,0.173
0.2170100797,0.249,0.1434,0.1029,0.0384,0.1504
0.199,0.24,0.1141,0.0904,0.0381,0.1367
0.205,0.257,0.1178,0.0762,0.0374,0.1307
0.1742683519,0.248,0.1302,0.0804,0.0384,0.1387267717
0.169,0.243,0.1692,0.067,0.03895747325,0.1757
0.1539569689,0.2285957579,0.1774087112,0.0637,0.0385,0.173
0.1639023599,0.2374863217,0.1596,0.07111125316,0.0397,0.14453314
0.134,0.198,0.183,0.0673,0.0400640528,0.1806
0.116,0.1634072275,0.1724,0.0553,0.0399,0.1666
0.107647989,0.141,0.1461,0.0536,0.0395,0.149
0.111,0.134,0.1088,0.0455,0.0404,0.13
0.06980951634,0.103,0.1191,0.0436,0.03942521759,0.1286
0.058,0.103,0.1167,0.0311,0.0393,0.1342
0.064,0.109,0.135,0.027,0.0397,0.1677
0.08887135849,0.127,0.149,0.0258,0.0413,0.1561
0.081,0.1257197982,0.1383619478,0.0257,0.0414,0.1508
0.054,0.104,0.1387,0.03318226675,0.0422,0.1738
0.071,0.1165143026,0.1251007054,0.0336,0.0423483325,0.1553
0.069,0.113,0.1109,0.0327,0.0425,0.1394922104
0.06,0.096,0.107,0.0374,0.04350850576,0.1502
0.05038252527,0.064,0.1148,0.0375,0.0433,0.1492
0.06,0.07219773072,0.1283,0.0444,0.04395794699,0.1435
0.058,0.076,0.1023,0.044,0.044,0.1169
0.077,0.095,0.0516,0.0383,0.0443,0.0903
0.081,0.104,0.0518,0.0368,0.0808,0.09162819674
0.074,0.098,0.0505,0.0286,0.08157641713,0.0796
0.07739916343,0.095,0.0036,0.0339,0.0823,0.0549
0.074,0.081,-0.0138,0.0529,0.0825,0.0593
0.07,0.073,-0.0493,0.0474,0.0867,0.0332
0.07,0.067,-0.0145,0.0451,0.0892,0.05856822559
0.075,0.065,-0.0415,0.06263357529,0.0903,0.0356
0.09209836266,0.076,-0.0436,0.0735,0.0916,0.0382
0.0731897538,0.065,-0.04801882889,0.0732,0.091,0.0519
0.04155314176,0.04064855315,-0.02782402192,0.0811,0.09,0.0629
0.045,0.04,-0.02111089995,0.0667,0.0905,0.06881595583
0.039,0.0444349922,-0.0127,0.0663,0.091,0.0641
0.008,0.013,-0.0277,0.0667,0.0913,0.05380736846
0.006,-0.002,-0.0481,0.0783,0.0908,0.047826243
0.008,-0.008,-0.0392,0.07712184327,0.09111745903,0.0479
0.031,0.001,-0.04111792198,0.083,0.092,0.04194484721
0.02,-0.012,-0.0382,0.0672,0.093,0.0442
0.0235055479,-0.006167035398,-0.0273,0.0633,0.0931,0.0599
0.023,0.002085635359,-0.0294,0.06088803089,0.093,0.0784
0.039,0.013,-0.007507798385,0.0568,0.0991,0.0802
0.04,0.013,-0.0215,0.0541,0.1012,0.0761
0.048,0.01422429881,-0.0225,0.0522,0.1037,0.0655
0.05059828279,0.01126845933,-0.042,0.0506,0.1036,0.0658
0.049,0.009,-0.0392,0.0692,0.1029,0.06842279063
0.045,0.01,-0.0233,0.0771,0.102,0.0714
0.04,0.012,-0.0288,0.0757,0.1020175689,0.0661
0.04359553926,0.027,-0.0292,0.0553,0.1027,0.0573
0.055,0.03967799154,-0.0374,0.042,0.1027,0.0575
0.07,0.043,-0.031,0.04710407989,0.1031,0.0728
0.08184118675,0.06,-0.0248,0.0458,0.1038,0.07173966813
0.06105286941,0.042,-0.0207,0.05689987163,0.1045,0.0675
0.052,0.034,-0.0159,0.0537,0.1037199608,0.0907
0.052,0.024,0.0029,0.0504,0.1031,0.1203722725
0.066,0.03757600324,0.05593991928,0.0489,0.1043,0.1261
0.081,0.057,0.0617,0.054,0.103563687,0.1255604279
0.083,0.057,0.047,0.0431,0.1043,0.1348
0.091,0.048,0.0505,0.0342230093,0.1047,0.1361
0.086,0.054,0.0512,0.03898589465,0.104,0.1463
0.076,0.056,0.0681,0.0515,0.1053,0.1577
0.067,0.064,0.09086354051,0.05116391853,0.106,0.1798
0.058,0.052,0.1103,0.0462,0.1068,0.1893
0.072,0.062,0.1417,0.05451453507,0.1072,0.1833
0.084,0.077,0.1063071538,0.088,0.1083,0.1844
0.103,0.101,0.0977,0.09350185501,0.1071,0.1972
0.114,0.122,0.1096,0.0983,0.1076,0.1933
0.11,0.119,0.1057,0.0889,0.1073980253,0.1876
0.101,0.1072678331,0.0833,0.0919,0.1075,0.1794
0.099,0.121,0.0706,0.0911,0.1076,0.1581
0.1047426635,0.115,0.08171977533,0.0839,0.1085637432,0.1583
0.1178810711,0.1151619129,0.08652996569,0.0833,0.1088,0.166
0.1360211047,0.131,0.075,0.0944526766,0.108605626,0.156
0.144,0.15,0.0613,0.0942,0.1072,0.1609
0.1390207166,0.1432465419,0.0628,0.094,0.1075,0.1549
0.1438997606,0.152,0.0705459859,0.0852,0.1068,0.169
0.153,0.154,0.068,0.0919,0.1069,0.1651379783
0.147,0.147,0.0662,0.0894,0.1069,0.1734
0.118,0.121,0.0768,0.0813,0.1062,0.1802
0.093,0.1,0.0774,0.0765,0.1067,0.1742427824
0.102,0.101,0.081,0.0782,0.107,0.1884927624
0.096,0.09796921485,0.105,0.0812,0.107,0.2097
0.087,0.09138196763,0.1294,0.0889,0.1067,0.2077
0.089,0.091,0.1188,0.07690029869,0.1053,0.2072
0.077,0.086,0.0997,0.0683,0.1055,0.1995699358
0.099,0.102,0.0946,0.0763,0.1041,0.2035
0.086,0.106,0.1064,0.0666,0.1051,0.2004
0.085,0.099,0.0787,0.0666,0.1051,0.1859115394
0.09,0.102,0.094,0.0705,0.1052,0.1855
0.078,0.092,0.0997,0.0633,0.1053,0.1936
0.07,0.094,0.08641254421,0.06892023442,0.1051,0.1953
0.084,0.1164906477,0.0896292581,0.0836,0.1052338197,0.1917
0.1,0.14,0.0487,0.0854,0.1062,0.1652
0.099,0.146,-0.002993671854,0.0825,0.1058,0.1526
0.103,0.143,0.0237,0.0726,0.1063,0.136
0.083,0.128,0.003,0.0692,0.1067,0.1166
0.081,0.1357581181,0.0155,0.0692,0.1065,0.1177476182
0.0567844757,0.111,0.0215,0.0564,0.1061,0.1233
0.059,0.118,-0.002556079089,0.0604,0.1055172887,0.1038
0.062,0.1279884954,0.0006,0.0632,0.1064,0.1119
0.061,0.1154710237,0.009670460358,0.0745,0.1059,0.1117
0.057,0.12,-0.01144845166,0.0709,0.1056200169,0.1247875137
0.028,0.079,0.0125,0.069,0.1048,0.1267
-0.002114045644,0.05,0.0113,0.056,0.1034,0.113
0.008,0.059,0.0128,0.05377233946,0.1032,0.1249
-0.009099730458,0.038,0.0159,0.04783605055,0.1043,0.1237
-0.011,0.037,0.0378,0.0591,0.103,0.1078
-0.005,0.03959558824,0.0162,0.06279950382,0.1049,0.1197
-0.015,0.03,0.02380899149,0.0589,0.1048,0.1479
-0.003,0.042,0.052,0.0771,0.1042,0.1503
-0.006,0.04608021326,0.0623,0.0682,0.1038789458,0.1464
-0.01704974893,0.033,0.02791966977,0.08294904088,0.104,0.1309
-0.01551088952,0.04,0.0193,0.06112677144,0.1019,0.1396
-0.021,0.05,0.0337,0.0581,0.1024,0.1197
-0.01135644035,0.062,0.0001600524469,0.0602,0.1031897027,0.1092
-0.012,0.063,-0.0036,0.0571,0.1026,0.1163
-0.005376726774,0.07210856537,0.0042,0.0421,0.1035,0.121768816
-0.004698302954,0.063,0.0132,0.039,0.104,0.1226
0.007,0.071,0.0121,0.0411,0.1044,0.1190278691
0.033,0.083,0.03547947539,0.0397,0.1038,0.1274568481
0.045,0.07556400507,0.0442,0.0353,0.1044,0.1272
0.032,0.06296435743,0.0445,0.03549307358,0.1038,0.1403689561
0.041,0.061,0.0496,0.0397,0.1043,0.157
0.05,0.063,0.0872,0.0561,0.1051,0.151
0.036,0.033,0.0621,0.0426,0.1044,0.1537
0.04771033689,0.042,0.0687,0.0396,0.1043,0.1323
0.056,0.055,0.05144441727,0.0378,0.1045,0.1588
0.062,0.059,0.0826,0.0234,0.104,0.1704
0.052,0.05,0.1033,0.0152,0.104,0.1746574807
0.054,0.049,0.0977,0.0167,0.1041,0.1540304055
0.07031483657,0.059,0.08784784695,0.0219,0.1040528266,0.1484
0.074,0.057,0.0866,0.0353,0.1046,0.1554321386
0.0742548408,0.06305796709,0.0904,0.03897861196,0.1062,0.171
0.115,0.08768314443,0.1196,0.0614,0.1071611741,0.1627
0.103502783,0.075,0.1098,0.0838,0.1077,0.1516
0.111,0.07742345508,0.09765483845,0.0985,0.109,0.1444
0.106,0.067,0.0911,0.0978,0.1079915565,0.1218
0.136,0.09425481107,0.07002797558,0.085,0.1104,0.131
0.138,0.097,0.0759,0.0834,0.1117,0.143
0.1325419885,0.082,0.0932,0.07869762102,0.112,0.1577
0.125,0.076,0.1057,0.08842449923,0.110938962,0.1606
0.115,0.064,0.1165,0.0924,0.112,0.1706
0.137,0.07,0.1546,0.0974,0.1112,0.2112879544
0.158,0.092,0.182,0.0911,0.1113586116,0.194
0.144,0.085,0.1808653141,0.0961,0.1113210709,0.181
0.128,0.070398811,0.172,0.08605144185,0.1105,0.1751
0.131,0.075,0.1694,0.0902,0.1113851197,0.1909
0.134,0.079,0.1665223558,0.0987,0.1128089329,0.172
0.136,0.08910501046,0.148,0.1047,0.1112,0.1534
0.137,0.086,0.1402,0.1078,0.1106,0.1685
0.14,0.08251143246,0.1319,0.1066,0.1111,0.1751
0.138,0.083,0.1006,0.0966,0.1114272637,0.1494
0.161,0.107,0.0747,0.0921,0.1122,0.129402457
0.184,0.136,0.0043,0.09840148816,0.1099,0.0983
0.1753517696,0.124,0.0442,0.1049,0.1101,0.1079
0.167,0.111,0.05542878045,0.1078,0.111,0.122
0.16,0.11,0.0583,0.1138,0.1114,0.1168
0.154,0.113,0.049,0.1054,0.1116,0.1043
0.138,0.1,0.0371,0.1068,0.1262356343,0.1045
0.1350482897,0.095,0.066,0.1166,0.1257,0.116
0.135,0.092,0.0662,0.1253,0.1266,0.1177203082
0.124,0.076,0.049,0.1328,0.1266,0.0994
0.112,0.058,0.03944285037,0.1324,0.1265,0.0911
0.074,0.02702570019,0.0251,0.1222,0.126692261,0.1052
0.08,0.04005382921,0.0524,0.1302730004,0.128,0.1188
0.079,0.044,0.041,0.1277,0.128,0.1017
0.087,0.048146518,0.0485,0.137,0.128,0.1192
0.08892652145,0.041,0.0645,0.1407,0.1271,0.1588
0.07,0.04,0.1306,0.1431,0.127,0.1436
0.07538666312,0.041,0.1148,0.1484,0.126,0.1483
0.07,0.031,0.1068,0.1542,0.1261,0.1472670075
0.052822187,0.025,0.1036,0.1577,0.1256182183,0.1438302645
0.053,0.025,0.0948,0.1512,0.1251,0.1288
0.044,0.014,0.0829,0.1451,0.1257,0.1162469278
0.069,0.036,0.0639,0.1619,0.127,0.1127
0.062,0.03685542169,0.05050572533,0.1568,0.126934357,0.1108
0.07,0.03488287766,0.0435,0.1473,0.1269,0.1091
0.08177261829,0.05320481336,0.02,0.1497,0.1265,0.0946
0.111,0.089,0.0299,0.1533,0.1257,0.0770053283
0.094,0.07991398938,0.04111657016,0.1594,0.126,0.0778581164
0.108,0.092,0.0174,0.163,0.1252,0.0754775914
0.114,0.08051731331,0.0468,0.1691,0.1251,0.1223
0.097,0.068,0.1,0.1765,0.1259,0.0951
0.086,0.049,0.0796,0.1737,0.1256239292,0.09386916118
0.082,0.04,0.078,0.1783,0.1251,0.0997
0.092,0.044,0.0962,0.1794,0.1246,0.1113
0.082,0.04,0.107,0.1759,0.1257,0.134
0.079,0.04082758621,0.1444,0.1758,0.1264,0.1539711834
0.08,0.0489520202,0.163,0.1674,0.1266,0.1420625635
0.07252209735,0.05,0.144,0.161,0.127,0.2049085318
0.061,0.049,0.2281,0.1712,0.1262,0.1697122698
0.076,0.073,0.1797,0.1939228985,0.126,0.166
0.125,0.103,0.17,0.1523,0.1258,0.1557
0.094,0.084,0.1597276112,0.1472,0.1262,0.1505
0.092,0.08689177045,0.1498,0.151,0.1279,0.1648
0.101,0.098,0.1562,0.1374,0.1283,0.1833904415
0.103,0.103,0.1771,0.1389,0.1289,0.1577
0.1069786081,0.116,0.1487,0.1314,0.1285,0.1278
0.111,0.11,0.1088,0.1237561275,0.1290863892,0.1172
0.12,0.102,0.1071,0.1329,0.1291,0.1102
0.182,0.16,0.112,0.0779,0.1287901271,0.116
0.154,0.142,0.112,0.1022,0.129,0.1266
0.1377039668,0.1238199694,0.1383,0.1012,0.1293,0.1293
0.14,0.128,0.1358,0.0869,0.1291806027,0.1178
0.143,0.133,0.1293,0.0848,0.1298608456,0.1182
0.143,0.151,0.1253,0.07830605414,0.1297,0.1072
0.1643339038,0.168,0.1151,0.0391,0.1293,0.1049
0.15,0.155,0.0903,0.0429,0.1291,0.0796
0.129,0.132,0.0798,0.0389,0.129,0.0759
0.112,0.122,0.0825,0.05601642614,0.1293,0.0761
0.116,0.126,0.0904,0.06030421637,0.1294,0.0671
0.098,0.121,0.0802,0.0749,0.1293142897,0.0634
0.1279230824,0.126,0.0577,0.0785,0.1294457509,0.0582
0.116,0.113,0.0623,0.0850723944,0.1294,0.04190308821
0.105,0.1,0.036,0.0698,0.1291,0.0283
0.106,0.095,0.01205277629,0.0695,0.1302,0.0262
0.084,0.089,-0.0081,0.0773,0.1304,0.0191
0.071,0.075,-0.0245,0.09600704989,0.1299108092,0.0202
0.065,0.069,-0.02549572737,0.1042,0.1292,0.0024
0.063,0.073,-0.02292629769,0.0951,0.1297,0.0022
0.06,0.07,-0.02111799583,0.1143396429,0.13,0.0205
0.06194327166,0.068,0.0029,0.1216,0.1301,0.0126
0.047,0.05112526004,0.005,0.1478,0.1302,0.02490034333
0.055,0.05,0.0167,0.1457288846,0.1313,0.0372
0.041,0.042,0.0334,0.1244252805,0.1316,0.0419
0.016,0.02805764257,0.04103210157,0.1375,0.1314,0.033
0.01038775162,0.007,0.03221922033,0.1485,0.1319,0.0411
0.014,-0.001,0.0454,0.1347657181,0.1325,0.0606
0.01878855787,0.004607112306,0.075,0.1301373923,0.1321,0.0387
0.01842641395,0.003,0.0542,0.131,0.1320971201,0.0338
0.037,0.011,0.0576,0.1293,0.1323338453,0.0388
0.05138988833,0.019,0.07421406262,0.1218125511,0.133,0.0548
0.06125733333,0.019,0.091,0.1334,0.1325,0.065
0.076,0.034,0.1083,0.1244,0.1332233275,0.1045
0.089,0.043,0.1449,0.1197,0.1328,0.096
0.08443275327,0.044,0.1421027204,0.1374,0.1328,0.1114
0.074,0.041,0.1749,0.1456,0.1333,0.1308
0.086,0.054,0.2121,0.1461,0.133,0.1619
0.09799414817,0.072,0.2524,0.1505,0.1348,0.1857
0.083,0.063,0.2884,0.1556,0.1345,0.2098
0.09,0.064,0.324,0.1504,0.1347,0.2208
0.078,0.055,0.3001,0.1596,0.1353,0.1958658842
0.09040119318,0.056,0.2973,0.1468,0.1357,0.1674
0.099,0.059,0.2413,0.1592,0.1359426165,0.1621
0.1218797076,0.078,0.2440283641,0.1695,0.1363,0.1826817712
0.125,0.079,0.2711,0.1581010921,0.136,0.1475
0.143,0.1,0.2295,0.157,0.1362807463,0.1487
0.1603657429,0.13,0.2602,0.1549,0.1368,0.1709
0.1762742658,0.15,0.2741,0.1644,0.1366,0.1847
0.179,0.16,0.3079,0.1831,0.1361325875,0.1695
0.21,0.193,0.2924,0.1951,0.1373,0.1581
0.203,0.181,0.2800809512,0.2081,0.138,0.1444
0.209,0.183,0.2612,0.2082,0.1373296219,0.1518
0.1790843229,0.1613235994,0.2587,0.2016716374,0.1347,0.1477
0.186,0.157,0.2485853887,0.2093,0.1343,0.1362
0.213,0.183,0.2373645336,0.202214516,0.1339,0.1447
0.182,0.163,0.2567,0.1815,0.1336,0.152916588
0.193,0.177,0.2637,0.1847,0.1333,0.1572
0.196,0.1832918706,0.2691,0.1816,0.1321,0.1577
0.194,0.2058013686,0.2743,0.1802,0.1335,0.1475
0.177,0.1838905365,0.2751,0.1756,0.1320070409,0.1548
0.172,0.174,0.2958,0.1697,0.1318,0.1905
0.156,0.1534548869,0.3502,0.1806,0.132,0.1889382889
0.157,0.158,0.3546,0.17,0.0951,0.1907
0.155,0.148,0.3657,0.1883,0.09494336972,0.2274
0.151,0.155,0.41,0.1684,0.0937,0.2308
0.1643186477,0.178,0.4292,0.1572,0.0936,0.2602
0.1748080837,0.186,0.4949,0.1597,0.0931,0.2318999667
0.184,0.202,0.4422,0.1654,0.0913,0.2542
0.182,0.21,0.4765,0.1665821103,0.0902,0.242
0.17,0.208,0.4636,0.1607,0.0916,0.2231
0.1911634549,0.219,0.4397568255,0.1726,0.08992181853,0.218
0.2301409679,0.25,0.4218,0.1532,0.0906,0.2152554544
0.233,0.251,0.4139310675,0.1721,0.08982657993,0.2206
0.247,0.255,0.4113,0.174,0.0899,0.2264050636
0.2696059329,0.275,0.4142,0.1628,0.0889,0.2251060522
0.2729936025,0.283,0.4052,0.1599,0.0897,0.2166
0.278,0.303,0.4015,0.1658,0.09008811395,0.2162311966
0.257,0.295,0.4107080889,0.1636,0.0889,0.2143
0.276,0.3143797191,0.4028,0.1556,0.0884,0.2263
0.263,0.299,0.3864,0.1491,0.0886,0.2174
0.261,0.298,0.3911,0.1624,0.089,0.2176
0.244,0.282,0.3772432859,0.1477,0.0891,0.2156
0.244,0.288,0.384,0.1516,0.0896,0.2236
0.248,0.29,0.3973,0.1437,0.0892,0.2367
0.242,0.2897834083,0.3994,0.1381,0.0908,0.2270530406
0.239,0.273,0.3943,0.1212,0.0902,0.2166
0.232,0.2693013218,0.3847,0.1189,0.0902,0.2143
0.243,0.272,0.3813662975,0.1158269847,0.09040246926,0.2153
0.246,0.256,0.361688126,0.1209,0.0905,0.2066
0.246,0.249,0.3721,0.132223513,0.0909,0.2064
0.244,0.247,0.3785,0.1393528374,0.0908,0.2194900161
0.2451992677,0.237,0.3839,0.1431,0.09089227684,0.2291
0.255,0.25,0.404,0.146,0.091,0.2335
0.269,0.256,0.4058218566,0.1474,0.09062514817,0.2246
0.264,0.248,0.3987,0.1517,0.092,0.204
0.258,0.234,0.3765997936,0.1608,0.0913,0.1885
0.248,0.223,0.3696047847,0.1578,0.0924,0.1865
0.238,0.222,0.3609,0.158327538,0.0928,0.1941
0.228,0.216,0.3641414054,0.1672,0.0927,0.1988
0.229,0.2071325422,0.3785,0.172651357,0.0925,0.1953
0.2306209797,0.212,0.397,0.159,0.0924,0.1916
0.235,0.211,0.3816257516,0.1615431312,0.0926,0.1941
0.252,0.23,0.3673,0.175,0.0936,0.1719
0.248,0.219,0.3676,0.1737714894,0.0911,0.1734
0.226,0.205,0.3745579414,0.1522,0.0914,0.1697
0.2094835158,0.19,0.3733,0.1492768471,0.0919,0.1663
0.198,0.183,0.3654,0.1444,0.0917,0.163
0.205038572,0.18,0.369,0.1472135415,0.09216557529,0.1684
0.203,0.1865199951,0.3813,0.1481,0.0932,0.1901
0.206,0.179,0.4027,0.1375,0.0934,0.1734
0.2115557911,0.1925313301,0.379921811,0.1362,0.0932,0.1594
0.2038834186,0.1942668269,0.3662,0.1406,0.0933,0.1608
0.187,0.181,0.3715,0.1313941114,0.094,0.1531
0.171,0.165,0.3628,0.1284,0.0943,0.161
0.1718650434,0.171,0.3768,0.1235,0.0943,0.1505
0.1692146341,0.164,0.3668,0.1340120309,0.0943,0.1563671554
0.162,0.1644895758,0.373,0.1359,0.0948,0.1465
0.1668745483,0.166,0.359876876,0.1341,0.0946,0.1277
0.174,0.176,0.3310306906,0.1356,0.0947,0.1228622697
0.181,0.191,0.3391,0.1407,0.0947,0.1190330148
0.175,0.177,0.3347,0.1404,0.0943,0.111
0.177,0.173,0.3368,0.1346,0.0946,0.1117
0.176,0.176,0.3464,0.1227,0.0948,0.1059911976
0.168,0.174,0.3597,0.1252017455,0.0953,0.1108943836
0.19,0.188,0.363,0.1339,0.0951,0.1114
0.166,0.177,0.3567,0.1362,0.0951,0.1186
0.184,0.173,0.3472,0.1465,0.0955,0.137774172
0.181,0.179,0.3881,0.1543888153,0.096,0.1371
0.164,0.163,0.3894,0.1482,0.0963,0.1329
0.1657484718,0.172,0.3833,0.1488,0.0958,0.1376
0.166,0.173,0.3372218499,0.156952509,0.0951,0.1130929032
0.156,0.168,0.3456326244,0.158,0.0959734637,0.1308
0.1488303325,0.166,0.3757505685,0.1581,0.0959,0.1629
0.155,0.165,0.4387135085,0.1604172369,0.0963,0.168
0.1542354697,0.167,0.424,0.1618,0.0957,0.1736
0.161,0.181,0.4234040212,0.1700801425,0.0958,0.1512997762
0.166,0.18,0.3932,0.1768,0.096,0.1356
0.2006799543,0.211,0.3734,0.1917,0.09641482593,0.1448003392
0.208,0.221,0.4041,0.19,0.09710032327,0.1226
0.205,0.2119408082,0.3828,0.1818,0.09693628068,0.1114
0.206,0.191,0.3629202428,0.174,0.098,0.1226
0.2202283723,0.186,0.3658,0.1587,0.0973,0.1332
0.243,0.22,0.376,0.1632,0.0977,0.1382
0.2733421269,0.248,0.3906,0.1797,0.0984,0.1185
0.273,0.243,0.3855,0.187,0.0984,0.1286
0.274,0.245,0.4079,0.1928,0.0993,0.1367
0.261,0.227,0.3789,0.1734,0.0991,0.1161
0.241,0.211,0.3875,0.1658,0.0999,0.1155
0.25,0.227,0.3830676463,0.1648,0.0998,0.1238
0.222,0.207,0.3904193428,0.1366,0.0994,0.1193
0.22,0.203,0.3784,0.1215,0.09933486076,0.1284
0.226,0.21,0.3899815108,0.1093,0.0995,0.123
0.225,0.223,0.3877787322,0.11069869,0.1,0.1167508691
0.23,0.224,0.3664,0.123,0.1005,0.1184
0.2246588085,0.218,0.3781266378,0.1172,0.1009,0.1109
0.239,0.233,0.3539,0.1065,0.1015,0.1107505684
0.219,0.2229082241,0.2971,0.1315524812,0.1008,0.093
0.224,0.226,0.2884,0.1346,0.1004,0.0971
0.217,0.2267014968,0.2842,0.1458,0.1003,0.0897
0.2170860457,0.226,0.2997,0.1491,0.1007,0.0972
0.213,0.229,0.2938011627,0.1585,0.1002,0.0976
0.212,0.234,0.2918,0.1747145694,0.1004,0.1055081588
0.205,0.244,0.3049,0.1667,0.0996,0.09262882875
0.188,0.236,0.309,0.1677,0.0994,0.1024
0.1828930061,0.2431799084,0.316,0.1795535068,0.0996,0.1011
0.1647654813,0.218,0.3221,0.1913,0.0994,0.1128681317
0.141,0.181,0.3393,0.192,0.0997,0.1232
0.133,0.1808626398,0.3572,0.1814,0.0995,0.1258535719
0.122,0.169,0.3557,0.2071,0.0995,0.1319
0.137,0.1780891602,0.3652,0.1963,0.1,0.1301
0.133,0.169,0.3837828078,0.1924,0.1,0.1303858002
0.132,0.169,0.3833,0.1851,0.1012,0.1384
0.1356944077,0.1781029497,0.3766,0.1744,0.1019,0.1402
0.13,0.1830637708,0.3612,0.1572,0.1023696802,0.1350171739
0.1392727449,0.195,0.3491,0.1544,0.1031,0.1313
0.1439310242,0.2058408513,0.3559,0.1452,0.1017,0.1375
0.145,0.219,0.3483547237,0.1348,0.1036,0.136
0.15,0.2322441358,0.3490280897,0.1395,0.1029,0.1284417978
0.154,0.236,0.3501,0.1286,0.103,0.1232747437
0.1647112563,0.236,0.3516,0.145,0.1029,0.136
0.166,0.239,0.3539,0.141,0.104,0.1451
0.176,0.248,0.3658939215,0.1494,0.1045402493,0.1426035567
0.166,0.25,0.3688,0.1418,0.1035,0.1542
0.1587407575,0.249,0.4086,0.1497568615,0.1041,0.1616
0.156,0.237,0.395,0.1444,0.1054,0.1647
0.157,0.243,0.3854,0.1521460489,0.1038,0.1591
0.151,0.231,0.3774,0.1555,0.101979283,0.1751
0.147,0.222,0.3855578805,0.1463,0.1014127349,0.1974
0.153,0.214,0.4112940444,0.136413489,0.1045,0.1849
0.157,0.218,0.3933,0.132,0.1062,0.1781
0.174,0.234,0.4044,0.1542654124,0.1055,0.1925
0.181,0.2472832925,0.4579,0.1557,0.1046204665,0.2156239348
0.19,0.248,0.4918,0.1567,0.1052,0.2615
0.2197079748,0.264,0.5789,0.1642574201,0.1057,0.2453
0.226,0.265,0.5219,0.1499,0.1052,0.2298960048
0.223,0.265,0.4366,0.1461,0.1047,0.203
0.217,0.258,0.4615,0.1378,0.1041,0.2132
0.237,0.264,0.4654,0.1435,0.1041,0.2154
0.252,0.289,0.4605,0.1303,0.08771180649,0.2052249307
0.2362800054,0.271716789,0.4398,0.119,0.0879,0.2064283485
0.246,0.277,0.4441,0.1121129125,0.0873,0.2306
0.274,0.305,0.4684,0.1289500798,0.0869,0.2318
0.291,0.321,0.4733396584,0.1255,0.0864,0.2457
0.3122448409,0.3533819312,0.4876,0.1236,0.08703106714,0.2324
0.297,0.33,0.4825,0.1216,0.0875,0.2389
0.269,0.297,0.5166,0.127,0.087,0.2475
0.278,0.30247288,0.5094,0.1262,0.087,0.2499
