HDFC Top 100 Fund,Kotak Emerging Equity Fund,Quant Small Cap Fund,HDFC Gold ETF FoF,Invesco India Credit Risk Fund,Quant Multi Asset Fund
0,0.021,0.0175,0.0444,-0.0198,-0.0122
0.014,0.03517806815,0.02306120444,0.0484,-0.0203,-0.0105
0.033,0.053,0.0212,0.0504,-0.0203,-0.007948835605
0.02652086143,0.049,0.0227,0.0404,-0.0195,-0.0059
0.035,0.049,0.0244,0.0492,-0.019,-0.0078
0.05670462932,0.066,0.024,0.0387,-0.01799435427,-0.0072
0.078,0.087,0.0243,0.0321,-0.0177071533,-0.0058
0.094,0.117,0.02087072377,0.0202,-0.0172,-0.0058
0.106770594,0.118,0.0251,0.01784693878,-0.0157,-0.0053
0.088,0.097,0.0235,0.0169,-0.0145,-0.0051
0.091,0.093,0.0281,0.0105,-0.01434681269,-0.0067
0.09751735154,0.097,0.0256,0.0104,-0.0141,-0.006861827233
0.1042760094,0.09737691267,0.0297,0.008,-0.014,-0.0085
0.121,0.112,0.0275,0.01774971769,-0.0131,-0.006495027334
0.134,0.113,0.0295,0.0202,-0.0129,-0.0079
0.11,0.103,0.0308,0.01464746518,-0.0127,-0.0093
0.096,0.092,0.0292,0.0245,-0.0135,-0.0096
0.09474327354,0.094,0.0312,0.008,-0.0141,-0.01112944054
0.104,0.09869987182,0.0319,-0.0118,-0.01465083032,-0.0116
0.107,0.097,0.0288,-0.0115,-0.0135897065,-0.0116
0.116,0.086,0.0295,-0.0046,-0.0123,-0.0111
0.113,0.07859872611,0.0246,-0.0132,-0.0128,-0.01229358843
0.1233859138,0.07826309068,0.0202,-0.02594978981,-0.0124,-0.0116
0.12,0.069,0.0183,-0.01937198543,-0.0123,-0.0145
0.1386927869,0.08,0.0098,-0.02001560671,-0.011,-0.0152
0.136,0.077,0.0141,-0.005562737494,-0.0112,-0.0137
0.137,0.082,0.007,-0.0182,-0.054,-0.0119
0.13,0.079,0.005961853499,-0.02,-0.05419224645,-0.0153
0.122,0.072,0.007,-0.0052,-0.0546,-0.0158
0.112,0.07544222144,0.0114,-0.0057,-0.0543,-0.0152
0.097,0.051,0.0102,0.0001,-0.0543,-0.0129
0.094,0.038,0.007,-0.0065,-0.0552,-0.0062
0.097,0.037,0.0077,-0.0013,-0.0561,-0.0078
0.103,0.039,0.0031,0.0087,-0.05656940421,-0.0077
0.09,0.027,-0.0022,0.0098,-0.0569,-0.0054
0.083,0.019,0.002665215996,0.0074,-0.0571,-0.0065
0.112,0.04188812959,-0.0005,0.0148,-0.0577,-0.007111065344
0.134,0.07,-0.0047,0.0212,-0.05771030097,-0.0045
0.121,0.062,-0.0072,0.0156,-0.0574,-0.0046
0.122,0.066,-0.0025,0.0248,-0.0563,-0.001520527116
0.12,0.05233248954,-0.0069,0.0297,-0.0564,0.0026
0.11,0.0225994478,-0.01310198231,0.02526787939,-0.05693509514,0.001
0.09,-0.001,-0.015,0.0265,-0.0569,-0.001389989776
0.094,-0.007,-0.0123,0.0308,-0.05690556351,0.0022
0.095,-0.004,-0.0152,0.0311,-0.0564,0.006014843683
0.075,-0.03,-0.008331228997,0.0325,-0.05620960923,0.0021
0.07,-0.049,-0.0122,0.011,-0.0567,0.0038
0.078,-0.061,-0.0076,0.01086222646,-0.0568,0.005556668288
0.074,-0.059,-0.0063,0.0335,-0.05674337609,0.0082
0.0459391827,-0.08,-0.0028,0.0301,-0.056,0.0101
0.01,-0.1,-0.0068,0.0392,-0.056,0.0136
0.005219816709,-0.115,-0.01259463393,0.0327,-0.056,0.011
0,-0.121,-0.0124,0.0297,-0.0565,0.0123
0.026,-0.09443789308,-0.01613722729,0.0353,-0.0566,0.0138
0.006,-0.111,-0.0134,0.0525,-0.0563,0.015
0.02,-0.096,-0.01929328348,0.0651,-0.0562,0.01904274703
-0.023,-0.088,-0.0215,0.0815,-0.0566,0.0194
-0.018,-0.073,-0.0046,0.07365922634,-0.05673996751,0.02079781009
-0.025,-0.092,0.0006647969656,0.074,-0.0565,0.0214
-0.039,-0.115,0.0071,0.0792,-0.0561,0.0203
-0.038,-0.131,0.014,0.0719,-0.0557,0.0219
-0.059,-0.143,0.0141,0.081,-0.0558,0.0246
-0.054,-0.1369820582,0.0162,0.07479100722,-0.0557,0.0271
-0.06839977972,-0.144,0.0125,0.0764,-0.0551,0.02739245457
-0.074,-0.1444629278,0.0433,0.0811,-0.0556,0.0288
-0.02525491255,-0.121,0.03962388907,0.0721,-0.0552,0.03
-0.023,-0.108,0.04489471593,0.0749,-0.0553,0.0328
-0.008,-0.105,0.0431,0.0709,-0.05447643426,0.0311
-0.01313018808,-0.095,0.0409,0.0715,-0.0546,0.03318798729
0.005,-0.085,0.0348,0.0636,-0.0544,0.03210579012
0.009,-0.081,0.0338,0.0719,-0.0552,0.0243
0.016,-0.07752579326,0.02010173688,0.0632,-0.0549,0.0256
0.008,-0.075,0.02583701465,0.0645,-0.0544,0.0289
-0.011,-0.091,0.01662820239,0.06238543198,-0.0543,0.0305
-0.002,-0.09362904566,0.0095,0.0472,-0.0548,0.0315
-0.0004706574496,-0.096,0.0092,0.0612990842,-0.0543,0.03153939764
0.001145806495,-0.091,0.0004,0.0497104004,-0.0543,0.0296
0.004,-0.09186704385,0.0023,0.0404,-0.05346833723,0.0294
0.006,-0.096,0.0102,0.04211321515,-0.0538,0.031
-0.007,-0.102,0.0134,0.0419,-0.0536,0.0311
-0.006,-0.102,0.0181,0.042,-0.0538,0.0321
-0.013,-0.1086337982,0.004,0.0445,-0.054,0.0324
0.007,-0.106,-0.0141,0.0406,-0.0526,0.0319
0.025,-0.095,-0.023,0.0417,-0.0529,0.0322
0.02,-0.096,-0.0451,0.0408,-0.0522,0.033
0.028,-0.09202569917,-0.01157449615,0.0385,-0.0516,0.0361
0.03467773153,-0.084,0.0204,0.0395,-0.05097426129,0.0387
0.025,-0.088,0.024,0.0547,-0.05113413121,0.0385
0.02,-0.09,0.0213262052,0.0795,-0.043,0.0368
0.003,-0.097,0.0242,0.073,-0.0424,0.0367
-0.004171089417,-0.1021861777,0.0291,0.085,-0.0417,0.039
0.008,-0.095,0.04167473754,0.0855,-0.0426,0.0398
-0.01185767356,-0.1096960515,0.0387,0.0923,-0.03096049863,0.0406
-0.011,-0.111,0.0291,0.0976,-0.0307,0.0406
-0.003,-0.093,0.0214,0.0943,-0.03141209802,0.0428
-0.005,-0.095,0.0194,0.0819,-0.0301,0.0442
0.001,-0.099,0.0175,0.0874,-0.0295,0.0346
0.005947084795,-0.098,0.03135058694,0.0858,-0.0279,0.03984538218
0.006,-0.099,0.03099770911,0.0767,-0.028,0.0381
0.011,-0.097,0.0332,0.0599,-0.02935327553,0.0377
0.012,-0.096,0.0287,0.0593,-0.0292,0.0409
0,-0.105514448,0.0214,0.0455,-0.0235,0.0377
-0.01,-0.119,0.0272,0.0624,-0.0227,0.0377
0.0005271669502,-0.119,0.0208,0.0585,-0.022,0.0355
0.006782690993,-0.108,0.0337,0.0608,-0.0231,0.03701077054
0.013,-0.1077983725,0.0323,0.0633,-0.0236,0.036
0.003,-0.109,0.03392912531,0.0666,-0.02291936005,0.0391
0.007,-0.119,0.0287,0.0656,-0.0226,0.0389
-0.01,-0.127,0.0265,0.066,-0.0228,0.0406
-0.021,-0.131,0.03238299163,0.0697,-0.0244,0.0399
-0.012,-0.128,0.0365,0.0672,-0.0252,0.0433
-0.01,-0.129,0.0271,0.0645,-0.0252,0.0377
-0.005,-0.131,0.025,0.0587,-0.02508012752,0.0401
-0.008732866219,-0.129,0.0219,0.0491,-0.02470886589,0.0409
-0.001,-0.112,0.01334212977,0.05682602267,-0.0251,0.04001915013
-0.01796856769,-0.116731953,0.006991961477,0.0597,-0.025,0.03785222923
-0.022,-0.113,0.0019,0.0708,-0.025,0.0395
-0.019,-0.114,-0.0087,0.06707952482,-0.0244,0.0415
-0.023,-0.116,-0.0305372747,0.0736,-0.0237,0.04765980907
-0.03700606851,-0.119,-0.031,0.0682,-0.0236,0.0452
-0.041,-0.116,-0.0222,0.06001960784,-0.0236,0.0455
-0.034,-0.115,-0.0093,0.053,-0.0231,0.0538
-0.038,-0.1107512658,-0.0141,0.0629,-0.0233,0.05146326548
-0.041,-0.1016143911,-0.0235,0.06496146521,-0.024,0.0519
-0.034,-0.1,-0.02228786887,0.06262107136,-0.0248,0.0543
-0.033,-0.113,-0.0214,0.0592,-0.0251,0.0525
-0.019,-0.101,-0.01510710259,0.0694,-0.0259,0.0507
-0.01287571529,-0.087,-0.0249,0.0731,-0.0262,0.05403148369
0.011,-0.074,-0.0405,0.0705,-0.02639050756,0.0537
0.028,-0.081,-0.0528,0.0832,-0.02674082987,0.0512
0.012,-0.088,-0.0585,0.0999,-0.0267,0.0555
0.017,-0.087,-0.0646,0.103,-0.0269,0.05579119656
0.005,-0.104,-0.0678,0.1024,-0.0278,0.0589
0.028,-0.103,-0.0788,0.0946,-0.028,0.0599
0.026,-0.095,-0.0745,0.0679324075,-0.0286083393,0.0624
0.022,-0.098,-0.072,0.064,-0.0292,0.0593
0.026,-0.102402691,-0.0639,0.0652,-0.0293,0.0596
0.02075036635,-0.1,-0.0508,0.0658,-0.0297,0.0616
0.009,-0.1,-0.0374,0.0695,-0.0301,0.06263954644
0.007,-0.09344389487,-0.0477,0.0735,-0.0305,0.0627
-0.005,-0.109,-0.0464,0.08195504147,-0.03094121656,0.064
-0.01833082739,-0.127,-0.0377,0.08125933542,-0.03119558868,0.0644
-0.011,-0.123,-0.0172,0.0897,-0.0319,0.0609
0.008,-0.118,0.0105,0.1026,-0.03319227292,0.0604
0.02019229524,-0.11,0.01138031583,0.09718240723,-0.0334,0.0596
0.034,-0.104,0.009,0.07939348551,-0.0333,0.0581
0.053,-0.089,0.0032,0.08546682698,-0.0332,0.06000668517
0.061,-0.076,0.0208,0.0864,-0.03388222979,0.06045997732
0.051,-0.076,0.0203,0.0913,-0.0341,0.0574
0.06,-0.071,0.0154,0.0907,-0.03458301013,0.0559
0.056,-0.063,0.0223,0.0746,-0.03509446867,0.05767838002
0.0662094872,-0.04690368887,0.0206,0.0549,-0.0357,0.0578
0.072,-0.041,0.0151,0.0518,-0.0361,0.0559
0.07984588988,-0.049,0.0173,0.0458,-0.0361,0.0552
0.092,-0.039,0.013,0.0555,-0.036,0.0555
0.121,-0.007,0.009,0.0577,-0.03641254861,0.0588
0.128,-0.004,-0.0129,0.0467,-0.0362,0.0475
0.13,-0.006,-0.0041,0.055,-0.0368,0.04915711009
0.138,-0.001,-0.002,0.04150282266,-0.0364,0.04525386944
0.167,0.009,0.0057,0.0314,-0.0362,0.0432
0.1532623825,-0.005,0.005371001598,0.0259,-0.0359,0.0357
0.1557975542,-0.014,0.0162,0.0309,-0.0358,0.04015188925
0.161,-0.014,0.0094,0.0286,-0.0357,0.0413
0.147,-0.031,0.0032,0.0362,-0.035,0.0448
0.1351029274,-0.046,0.0001958658726,0.0364024864,-0.0346,0.0508
0.165,-0.035,0.0068,0.0266,-0.0345,0.048
0.137,-0.042,0.0182,0.0411,-0.0342,0.0457
0.148,-0.039,0.0143,0.03885564551,-0.034,0.0481
0.15,-0.032,0.0114,0.02529451855,-0.03414690246,0.049
0.149,-0.033,0.0164,0.0245,-0.0341,0.05
0.155,-0.039,0.0257,0.0097,-0.0345,0.0564
0.139,-0.043,0.0265,0.0036,-0.0341,0.0611
0.132,-0.04441372956,0.022,0.0126,-0.03392892903,0.06179006115
0.135,-0.044,0.0009990670191,0.0074,-0.0336,0.0579
0.1254409755,-0.04896292217,-0.02159535647,0.0164,-0.0327,0.0597
0.1374388095,-0.048,-0.0167,0.0075,-0.0328,0.0619
0.123,-0.0507565337,-0.012,0.0095,-0.0321,0.0629
0.1268255038,-0.05,-0.0215,0.0062,-0.0318,0.062
0.13,-0.051,-0.0181,0.008627106675,0.0373,0.0625
0.132,-0.043,-0.0383,0.0055,0.0372,0.0621
0.146,-0.02891799649,-0.0509,-0.003,0.0375,0.0576
0.1406174,-0.04144127624,-0.0526,-0.0015,0.03748068977,0.0562
0.111,-0.06,-0.06152224824,0.005231295965,0.0384,0.0614922885
0.104,-0.064,-0.075,0.0105,0.0397,0.062
0.125,-0.053,-0.08703254841,0.0115,0.0402,0.062
0.1200740356,-0.047,-0.0877,0.0137,0.0404,0.06646287778
0.1416054323,-0.047,-0.0889,0.0208441496,0.04038116835,0.0723
0.131,-0.05500461255,-0.1126,0.0079,0.0405,0.0737
0.121,-0.062,-0.1064,-0.0034,0.0413,0.0724
0.122,-0.059,-0.114,-0.004,0.04117770941,0.0698
0.123,-0.06,-0.1123,0.0046,0.0413,0.0708
0.1022077632,-0.074,-0.1271,0.004614220877,0.04053173412,0.0736
0.08848183261,-0.076,-0.1035,0.0035,0.0406,0.0748
0.086,-0.0764995314,-0.1109,0.0085,0.0407,0.0774
0.096,-0.073,-0.1035,0.0207,0.041,0.0731
0.08409910688,-0.08448065936,-0.1093,0.0257,0.0403,0.0696
0.11,-0.073,-0.0761,0.0355,0.0403,0.0719889583
0.105,-0.057,-0.0532,0.03500496764,0.0408,0.0713
0.113,-0.058,-0.05773885388,0.0275,0.04,0.0728
0.1265637744,-0.049,-0.0585,0.0153,0.0401,0.075
0.16,-0.015,-0.0584,0.0009,0.04,0.0765
0.136,-0.031,-0.0659,0.0008,0.0393,0.0754
0.128,-0.04,-0.0689182565,0.0089,0.03945599429,0.0789
0.132,-0.035,-0.0703,0.0044,0.0387,0.0843
0.161,-0.022,-0.0853,0.0027,0.0398,0.08222789937
0.167,-0.01,-0.0868,0.0065,0.0393,0.0813
0.176,0.003,-0.0899,0.0083,0.0388,0.0831
0.174,0.008,-0.0886,0.0242,0.0377,0.0814
0.19,0.023,-0.0884,0.0155,0.0366,0.0814
0.175,0.014,-0.0944,0.0344,0.03448154454,0.08
0.173,0.012,-0.101,0.0376,0.0315,0.0794
0.169,0.008,-0.1093,0.03368778998,0.03147717708,0.0785
0.148,-0.004,-0.1137,0.0447,0.0285,0.0758
0.143,-0.006,-0.1214,0.0431,0.0257,0.0736
0.142,0.001,-0.114,0.03952303106,0.0201,0.075
0.1557530724,0.006,-0.1124,0.0298,0.02146915938,0.0752
0.1539199931,0.002,-0.1175,0.0393,0.0178,0.0745
0.158,0.003,-0.1128,0.0492,0.0179,0.0765
0.1634767244,0.004,-0.1073,0.0568,0.0178,0.0781
0.1434186042,-0.01,-0.1064,0.0552,0.0337,0.0798
0.1547945863,0,-0.1039,0.0686,0.0325,0.081
0.146,-0.007119678404,-0.1004,0.06897793524,0.0321,0.08006847981
0.173,0.012,-0.1033,0.0904,0.0329,0.08258815124
0.167,0.015,-0.1008,0.0994,0.03249473679,0.0858
0.183,0.023,-0.0975,0.1062,0.0306,0.0855
0.208,0.045,-0.1119191841,0.1222,0.03027659967,0.08511177161
0.196,0.034,-0.1395,0.1009,0.0306,0.0832
0.2019890657,0.042,-0.1324,0.0972,0.0311,0.0821
0.195,0.04,-0.1403,0.1036,0.0318,0.0822
0.196,0.038,-0.1347,0.0804,0.0342,0.0838
0.206,0.047,-0.1265,0.0898,0.0352,0.0865
0.204,0.042,-0.1313,0.1121,0.0356,0.0834
0.1952030193,0.033,-0.1323,0.1088129321,0.0362,0.084
0.168,0.015,-0.127862101,0.1211,0.0368,0.0857
0.146,0.002,-0.142,0.1261694182,0.0333,0.084
0.143415412,0.007,-0.1558,0.1164928826,0.033,0.0831
0.141,0.007,-0.1645,0.1268,0.0321,0.0828
0.162,0.028,-0.1621,0.1403,0.0323,0.0826
0.144,0.02,-0.1744,0.1379525841,0.03140874784,0.0805
0.152,0.021,-0.1723,0.1504,0.0334,0.0803
0.16,0.036,-0.1714,0.1449,0.0347,0.079
0.158,0.026,-0.1913,0.1397,0.03589607746,0.0757
0.13,0.004,-0.2261,0.1543,0.0369,0.07545679154
0.107,-0.024,-0.2194,0.1684,0.0372,0.0715
0.1074067713,-0.028,-0.2293,0.1636,0.0388,0.0767
0.09,-0.033,-0.2326,0.1577,0.0404,0.0753
0.07,-0.053,-0.2504,0.1692,0.041,0.0797
0.053,-0.054,-0.2437,0.167,0.04100577529,0.0806
0.054,-0.057,-0.2595,0.1643,0.0422,0.0814
0.04716593306,-0.066,-0.2492,0.1604126357,0.0433,0.0806
0.039,-0.079,-0.2391,0.1654,0.04425259657,0.0824
0.034,-0.077,-0.2673438679,0.1648,0.044,0.082
0.01,-0.085,-0.2557,0.1557,0.0472,0.0877
0.008,-0.09,-0.2571,0.1863,0.0469,0.08336879025
-0.01,-0.101,-0.2557,0.2108,0.0458,0.0854
-0.012,-0.085,-0.269,0.2163,0.0456,0.0845
-0.016,-0.085,-0.2858,0.245,0.044,0.0836
0.009,-0.072,-0.3040783103,0.2333,0.043907644,0.0812
0.003568204202,-0.074,-0.3035,0.2401364251,0.0438,0.0899
-0.01,-0.08578571429,-0.2874,0.2742,0.04443949313,0.0929
-0.007,-0.084,-0.2658,0.2569370466,0.04476239748,0.092
-0.012,-0.085,-0.2774,0.2534002083,0.0434,0.0909
-0.015,-0.08,-0.2737,0.2512,0.0435,0.09191607875
-0.025,-0.084,-0.263,0.2616517092,0.0433,0.0935
-0.03550438773,-0.093,-0.2684870746,0.2448,0.044,0.0998
-0.06832470488,-0.112,-0.2707,0.2404,0.0448,0.0975
-0.057,-0.11,-0.270880942,0.231,0.04492104832,0.094
-0.038,-0.099,-0.2543,0.273,0.0928180524,0.1014
-0.033,-0.09334826532,-0.2417,0.2633,0.09374422491,0.09820835135
-0.042,-0.098,-0.2306,0.2686,0.095,0.095
-0.042,-0.1008434864,-0.2343,0.274,0.0966,0.094
-0.028,-0.076,-0.2303,0.2573,0.0976,0.0896
-0.046,-0.079,-0.2214,0.2781,0.09829329134,0.0881
-0.045,-0.083,-0.2434,0.2707,0.0997,0.0899
-0.045,-0.085,-0.2337,0.2681,0.1002514462,0.0903
-0.02650416291,-0.066,-0.2408,0.2348,0.1005,0.102
-0.009,-0.052,-0.216,0.2366,0.1014,0.09788539656
-0.012,-0.042,-0.1897983439,0.2253,0.102,0.0959
-0.02561090366,-0.055,-0.189,0.2146,0.1021,0.09122531096
-0.007,-0.043,-0.2039,0.2062,0.1025,0.0960251226
0.001,-0.035,-0.2024,0.2078,0.1025,0.09745704546
-0.02,-0.04,-0.1994,0.2109,0.103,0.1051488727
-0.009,-0.019,-0.2150159618,0.209352518,0.1041,0.1075951915
-0.011,-0.009,-0.2201,0.2015,0.1046,0.1024
0.028,0.049,-0.2259,0.2011,0.105,0.0945
0.052,0.07,-0.2337,0.2128,0.1045,0.0989
0.05546599622,0.088,-0.2447,0.2156694518,0.1050944138,0.0966
0.0448663963,0.09,-0.2395,0.2383,0.1048,0.0984
0.047,0.1042620175,-0.2437,0.2166191926,0.1041,0.0923
0.053,0.105,-0.2437,0.1922,0.1053,0.0925
0.066,0.11,-0.2469,0.1944,0.1041,0.0939
0.083,0.12,-0.2429,0.1786,0.1037,0.1012
0.084,0.127,-0.241250833,0.2045,0.1040417142,0.1068
0.077,0.121,-0.2342,0.214,0.1034,0.1092677329
0.045,0.08323385784,-0.2160700611,0.2159,0.1029,0.1166
0.086,0.111,-0.2065,0.2056,0.1028,0.1200772745
0.055,0.081,-0.1944,0.1975,0.1031,0.1179
0.056,0.0773525149,-0.1977,0.1796,0.1023737743,0.1269147348
0.048,0.063,-0.2127,0.192346406,0.1020195982,0.1353
0.068,0.083,-0.2069534564,0.2002487562,0.1023,0.1408
0.081,0.096,-0.2056,0.1912,0.1019,0.1388
0.095,0.129,-0.2106,0.1946,0.1022,0.133216585
0.118,0.15,-0.2119,0.1838,0.1019,0.1308
0.108,0.1407509663,-0.2007,0.1916273362,0.1015,0.1239
0.1210952487,0.147,-0.209,0.1949,0.1003620191,0.1264
0.1205484806,0.151,-0.2342,0.1906,0.0999,0.1237
0.08785071008,0.13,-0.2289533002,0.2124,0.0993,0.121
0.11,0.135,-0.237,0.1893,0.09855731301,0.1304
0.099,0.127,-0.2358,0.1851,0.09764872494,0.1335
0.106,0.129,-0.2245,0.1977,0.0977,0.1352921443
0.09786023704,0.122,-0.2276,0.2097,0.0982,0.1309350667
0.106,0.118,-0.2294,0.2013,0.0987,0.1296
0.1022756345,0.11,-0.2199,0.2004,0.09856032316,0.1298
0.101,0.096,-0.2192,0.1977,0.0974,0.1355
0.116,0.112,-0.2142372054,0.2016970042,0.097,0.131
0.092,0.1065496463,-0.2018,0.1972,0.097,0.1277638331
0.091,0.109,-0.2088,0.1973836933,0.0956,0.1295
0.0733460267,0.1,-0.2051,0.2110546013,0.0948,0.1257
0.071,0.102,-0.2024,0.2226,0.0941,0.1272296874
0.071,0.1,-0.2101,0.2182,0.0939,0.1325
0.087,0.111,-0.2090939669,0.2111,0.0936,0.1320072131
0.099,0.113,-0.2124,0.2213134588,0.0931,0.1254
0.116,0.1239665097,-0.2065,0.2238,0.0959,0.1261
0.1,0.114,-0.1925,0.2267386348,0.0965,0.1257026784
0.092,0.105,-0.186,0.2314,0.0967,0.1212
0.1041992044,0.121,-0.167,0.228424802,0.0974,0.1149
0.09309104311,0.11,-0.2041,0.2231,0.09749325363,0.1079
0.100357308,0.1189445582,-0.2306,0.2257,0.0958741675,0.0972
0.106,0.1195895955,-0.2429,0.2152,0.09414782807,0.099
0.09565467999,0.1165609512,-0.2416516305,0.2052,0.0943,0.1022
0.105,0.122,-0.2401,0.2077,0.0936,0.1051
0.1097797414,0.13,-0.2412,0.2056,0.093,0.0983
0.113,0.1334887253,-0.2555,0.2186,0.0936,0.0994
0.126,0.1495081095,-0.2526,0.1951,0.0925,0.102
0.105,0.131,-0.246,0.1903,0.0929,0.1055
0.088,0.109,-0.2409,0.1819,0.0946,0.1079
0.071,0.087,-0.2402,0.1907,0.0938,0.1132
0.071,0.08440469536,-0.2416,0.1886,0.09455923124,0.1146853926
0.07056970607,0.086,-0.2507430358,0.1909,0.0947,0.1132
0.081,0.092,-0.2493050338,0.1943,0.0947,0.1138
0.069,0.078,-0.2453,0.2073,0.0945,0.1128
0.08,0.082,-0.2382,0.2087,0.093,0.1080897538
0.096,0.09268909689,-0.2244,0.2043,0.0923,0.1068
0.105,0.101,-0.2243,0.1985,0.0909,0.1156
0.104,0.1049187033,-0.214,0.1967170972,0.0913,0.1122821161
0.09542093169,0.097,-0.224416853,0.1965,0.0914,0.0934
0.08152630555,0.092,-0.242,0.2015,0.0916,0.0992
0.072,0.087,-0.2318,0.2123,0.092,0.0994
0.081,0.096,-0.2284,0.2162,0.0921,0.1101
0.092,0.105,-0.2123430312,0.2109,0.0918,0.1144447066
0.1,0.115,-0.2077308974,0.2065,0.0942,0.1229
0.095,0.116,-0.1925,0.2125,0.0941,0.1253
0.102,0.129,-0.1787,0.2174,0.0944,0.1176
0.089,0.129,-0.171,0.2477005368,0.0947980938,0.1112
0.062,0.109,-0.1655,0.27,0.0945,0.1161032695
0.066,0.112,-0.153,0.24,0.094,0.1131
0.06,0.1193360365,-0.1564,0.2613,0.0941,0.1148
0.09,0.138,-0.1586,0.2242,0.0943,0.1159
0.083,0.139,-0.1511154653,0.2187872024,0.0937,0.1255
0.087,0.142,-0.127272544,0.2074139943,0.0928,0.1352
0.08999135824,0.153,-0.1215584876,0.2016,0.092,0.1327
0.092,0.163,-0.1014,0.2117,0.0924,0.1229
0.086,0.18,-0.1064,0.2155,0.09167355091,0.1278
0.09,0.1883559887,-0.0895,0.2163,0.0916,0.1161101399
0.088,0.186,-0.0849,0.220783914,0.09182380523,0.1146
0.079,0.191,-0.08867464047,0.2236,0.0921,0.0818
0.078,0.202,-0.1184,0.2235,0.0922,0.092
0.1003253316,0.239,-0.1117474916,0.2089,0.0921,0.0939
0.1068774136,0.246,-0.0845,0.2091,0.0924,0.1048
0.086,0.24,-0.0724,0.2212,0.0926410547,0.1192
0.063,0.236,-0.045,0.2138413333,0.09234797539,0.116
0.073,0.233,-0.0333,0.2004,0.0918,0.1221328854
0.068,0.228,-0.0209,0.2053,0.0916,0.1276
0.06,0.231,-0.018,0.2039,0.092,0.1244
0.012,0.2126929225,-0.0127,0.2076,0.09196577306,0.1169
0.036,0.22,-0.0222,0.2116,0.0923,0.112
0.066,0.249,-0.04287650286,0.1964592955,0.092,0.1083609722
0.079,0.27,-0.0616,0.205,0.0927,0.1295
0.084,0.273,-0.0598,0.2165323865,0.093,0.1381024933
0.083,0.266,-0.0695,0.2227,0.0932,0.1374
0.097,0.2657662477,-0.0747,0.2172,0.0931,0.1254756406
0.099,0.271,-0.0782,0.2085417607,0.093,0.1119
0.105,0.277,-0.1006,0.2060907786,0.0932,0.1126
0.0955169476,0.268,-0.1225,0.1978,0.0929,0.0745
0.0683816997,0.249,-0.181,0.1943,0.0938,0.0674
0.06270630554,0.238,-0.1907884754,0.2102,0.0934,0.07728054558
0.073,0.25,-0.1825,0.2377365291,0.0933,0.07168279909
0.068,0.242,-0.1886,0.2335104467,0.0939,0.0672
0.049,0.223,-0.2059,0.2874,0.09427359239,0.0279
0.04648734398,0.214,-0.2404,0.255,0.0938,0.02187981172
0.03133790528,0.194,-0.2423,0.2645,0.0939,-0.05396055875
0.013,0.173,-0.3076,0.278,0.0934,-0.051
-0.03979139526,0.12,-0.3026,0.3045,0.0927,-0.1049650554
-0.055,0.102,-0.3443,0.287,0.09267390035,-0.1377
-0.03869801085,0.121,-0.3583,0.2996,0.0924,-0.1743
-0.041,0.107,-0.3859,0.3258,0.09184326014,-0.1996
-0.057,0.09,-0.3958,0.3304,0.0916,-0.1723
-0.092,0.066,-0.3738,0.3758,0.0916,-0.2375
-0.1388333092,0.03,-0.4348,0.34,0.0919,-0.2259
-0.145,0.026,-0.4442,0.3336,0.09160735933,-0.1976
-0.233,-0.052,-0.4307,0.3292,0.0917,-0.177
-0.1968920605,-0.031,-0.4238,0.2991,0.0915,-0.164123762
-0.263,-0.085,-0.4289527008,0.2741,0.0916,-0.1632
-0.275,-0.098,-0.4274,0.2365,0.0916,-0.1567
-0.299,-0.141,-0.4066,0.2456,0.0912,-0.1495
-0.3174282636,-0.169,-0.3998991779,0.2412,0.0909,-0.1514341181
-0.291,-0.148,-0.408,0.2679,0.0909,-0.1217
-0.3746965913,-0.257,-0.3883,0.3106,0.0912,-0.1171
-0.373,-0.263,-0.3836,0.3643105882,0.0917,-0.0836
-0.348,-0.254,-0.3551,0.394,0.0915,-0.0602
-0.3292242546,-0.228,-0.3506,0.3644,0.0915,-0.0498
-0.324,-0.232,-0.3541,0.3937,0.0924,-0.0495
-0.3386857987,-0.243,-0.3462615865,0.40917116,0.09073441813,-0.05732003825
-0.305,-0.226,-0.3415,0.3784,0.0897,-0.0566
-0.332,-0.245,-0.3262,0.3722,0.0887,-0.0648
-0.337,-0.2567430639,-0.3255293346,0.3761,0.0868,-0.0734
-0.297,-0.224,-0.3256,0.3965,0.0855,-0.0637
-0.2933044823,-0.2124329807,-0.3208,0.4081,0.0834,-0.06656506979
-0.266,-0.188,-0.3222,0.4499,0.0833,-0.067
-0.274,-0.198,-0.3128,0.5261424922,0.0834,-0.06773095306
-0.278,-0.187,-0.2923,0.5877,0.08304879861,-0.0565
-0.271,-0.1793873189,-0.2591,0.5607,0.0825,-0.0613
-0.2455845795,-0.1607604017,-0.2656,0.5166,0.08276258675,-0.05603239087
-0.237,-0.146,-0.2692,0.501,0.0826,-0.0684
-0.258,-0.169,-0.263717959,0.528,0.0829,-0.0673
-0.258,-0.157,-0.2550950172,0.5036,0.08224377288,-0.07353277751
-0.246,-0.151,-0.2539,0.5103,0.0788,-0.07
-0.2678510772,-0.1649916451,-0.2546,0.5154,0.07672009617,-0.0725
-0.261,-0.142,-0.2394,0.5118,0.0752,-0.07856049046
-0.2523296433,-0.1308509855,-0.2507,0.5305,0.0743,-0.077
